ID_MEMORABILIA,SHOW_ID,DATUM,MESTO,STAT,VENUE,KATEGORIE,SOUBOR_SKEN,CONTRIBUTOR,LINEUP,SETLIST,POCET_SKLADEB,SETLIST_URL,YOUTUBE_URL,REVIEW_URL,SETLIST_FM_URL
TICKET_0001,SHOW_2010-10-01_GRONINGEN,2010-10-01,Groningen,Netherlands,"De Oosterpoort, Grote Zaal",tickets,"kk-joe-jackson-2010-10-01.jpg, kk-joe-jackson-2010-10-01-computer.jpg","Bert Bos, Netherlands","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Citizen Sane, Stranger Than Fiction, Fools in Love, Still Alive (cover of Joe Jackson Band), King Pleasure Time, Sunday Papers, Real Men, Girl (cover of The Beatles), The Best I Can Do, A Place in the Rain, Scary Monsters (and Super Creeps) (cover of David Bowie), Take It Like a Man (cover of Joe Jackson Band), Got the Time, [Encore 1], Oh Well (cover of Fleetwood Mac), Is She Really Going Out With Him?, Steppin' Out, Home Town",19,https://www.setlist.fm/setlist/joe-jackson/2010/de-oosterpoort-groningen-netherlands-63dd6a2f.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/de-oosterpoort-groningen-netherlands-63dd6a2f.html
TICKET_0004,SHOW_2010-10-03_EINDHOVEN,2010-10-03,Eindhoven,Netherlands,Airport Zaal,tickets,"kk-joe-jackson-2010-10-03-one-more-time.jpg, kk-joe-jackson-2010-10-03.jpg, kk-joe-jackson-2010-10-03-computer.jpg","Johan Manders, Netherlands","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Fools in Love, The Uptown Train, Chinatown, Another World, Obvious Song, Eleanor Rigby (cover of The Beatles), Be My Number Two, Invisible Man, Dirty Martini (cover of Joe Jackson Band), Oh Well (cover of Fleetwood Mac), Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Don't Get Around Much Anymore (cover of Duke Ellington and His Orchestra), Steppin' Out, Home Town",19,https://www.setlist.fm/setlist/joe-jackson/2010/grote-zaal-eindhoven-netherlands-7bdcaee0.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/grote-zaal-eindhoven-netherlands-7bdcaee0.html
TICKET_0006,SHOW_2010-10-04_ROTTERDAM,2010-10-04,Rotterdam,Netherlands,De Doelen,tickets,"kk-joe-jackson-2010-10-04-original.jpg, kk-joe-jackson-2010-10-04-computer.jpg, kk-joe-jackson-2010-10-04.jpg","brievb, Netherlands","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Citizen Sane, Still Alive (cover of Joe Jackson Band), Chinatown, The Uptown Train, Awkward Age (cover of Joe Jackson Band), Sunday Papers, Life on Mars? (cover of David Bowie), Real Men, Anyone Who Had a Heart (cover of Burt Bacharach), Stranger Than Fiction, King Pleasure Time, Is She Really Going Out With Him?, Got the Time, [Encore 1], Another World, Steppin' Out, Home Town",19,https://www.setlist.fm/setlist/joe-jackson/2010/de-doelen-rotterdam-netherlands-63dd6a2b.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/de-doelen-rotterdam-netherlands-63dd6a2b.html
TICKET_0009,SHOW_2010-10-06_CLEON,2010-10-06,Cleon,France,La Traverse,tickets,kk-joe-jackson-2010-10-06.jpg,"Gert Schaumlöffel, Germany","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Fools in Love, The Uptown Train, Chinatown, Scary Monsters (and Super Creeps) (cover of David Bowie), Sunday Papers, Be My Number Two, The Best I Can Do, Rush Across the Road, Inbetweenies (cover of Ian Dury), Good Bad Boy, Is She Really Going Out With Him?, You Can't Get What You Want (Till You Know What You Want), One More Time, [Encore 1], Another World, Steppin' Out, A Slow Song",19,https://www.setlist.fm/setlist/joe-jackson/2010/la-traverse-cleon-france-438efb9f.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/la-traverse-cleon-france-438efb9f.html
TICKET_0010_b,SHOW_2010-10-08_PARIS,2010-10-08,Paris,France,La Cigale,tickets,"kk-joe-jackson-2010-10-08-op.jpg, kk-joe-jackson-2010-10-08.jpg","Olivier Popincourt, France","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Too Tough, Fools in Love, Chinatown, Another World, King Pleasure Time, Sunday Papers, For No One (cover of The Beatles), Be My Number Two, The Best I Can Do, Invisible Man, Take It Like a Man (cover of Joe Jackson Band), Is She Really Going Out With Him?, Got the Time, [Encore 1], Music to Watch Girls By (cover of Al Hirt), Steppin' Out, Home Town",18,https://www.setlist.fm/setlist/joe-jackson/2010/la-cigale-paris-france-5b8efb90.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/la-cigale-paris-france-5b8efb90.html
TICKET_0011,SHOW_2010-10-10_UNKNOWN,2010-10-10,,Brussels,Ancienne Belgique,tickets,kk-joe-jackson-2010-10-10.jpg,"Els Pannecoucque, Belgium","Joe Jackson (vocals, piano) ; Graham Maby (bass, backing vocals) ; Dave Houghton (drums, backing vocals)","It's Different for Girls, Tomorrow's World, Citizen Sane, Fools in Love, The Uptown Train, Obvious Song, Chinatown, Sunday Papers, You Can't Be Too Strong (cover of Graham Parker & The Rumour), Real Men, Can We Still Be Friends (cover of Todd Rundgren), Goin' Downtown, Another World, Good Bad Boy, Is She Really Going Out With Him?, Got the Time, [Encore 1], Music to Watch Girls By (cover of Al Hirt), Steppin' Out, Home Town",19,https://www.setlist.fm/setlist/joe-jackson/2010/ancienne-belgique-brussels-belgium-7bdd6a2c.html,,,https://www.setlist.fm/setlist/joe-jackson/2010/ancienne-belgique-brussels-belgium-7bdd6a2c.html
